,area,endereco,quartos,banheiros,vagas,preco,condominio,amenidades,cidade,data_scraping
626,55,"Avenida Lacerda Franco - Cambuci, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.500 /mês,R$ 670,"Piscina
Elevador
Academia
Garagem
Playground
...",São Paulo,"September 20, 2021 16:25"
627,65,"Avenida dos Imarés, 160 - Moema, São Paulo - SP",1 Quarto,2 Banheiros,-- Vaga,R$ 5.500 /mês,R$ 1.000,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:25"
628,60,"Rua Quatá - Vila Olímpia, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 903,"Elevador
Varanda
Área de serviço
Cozinha
Interfone
...",São Paulo,"September 20, 2021 16:25"
629,49,"Rua Doutor Mário Vicente, 1416 - Ipiranga, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.700 /mês,R$ 490,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:25"
630,34,"Rua Eugênio de Medeiros - Pinheiros, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,"R$ 3.300 /mês
R$ 580.000",R$ 483,"Mobiliado
Condomínio fechado
Academia
Espaço gourmet
Jardim
...",São Paulo,"September 20, 2021 16:25"
631,113,"Rua Clemente Pereira - Ipiranga, São Paulo - SP",4 Quartos,3 Banheiros,-- Vaga,R$ 3.500 /mês,R$ 758,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Área de serviço
...",São Paulo,"September 20, 2021 16:25"
632,74,"Rua Salvador Pires de Lima, 316 - Sacomã, São Paulo - SP",3 Quartos,2 Banheiros,2 Vagas,R$ 3.100 /mês,R$ 500,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:25"
633,75,"Rua Capote Valente, 1300 - Pinheiros, São Paulo - SP",2 Quartos,3 Banheiros,1 Vaga,R$ 6.885 /mês,R$ 850,"Salão de jogos
Salão de festas",São Paulo,"September 20, 2021 16:25"
634,65,"Alameda Barros - Higienópolis, São Paulo - SP",3 Quartos,1 Banheiro,1 Vaga,R$ 2.400 /mês,R$ 911,"Cozinha
Interfone
Playground
Salão de festas
Área de serviço",São Paulo,"September 20, 2021 16:25"
635,89,"Jardim América, São Paulo - SP",2 Quartos,2 Banheiros,-- Vaga,R$ 7.000 /mês,R$ 1.300,"Academia
Espaço gourmet
Piscina
Salão de festas",São Paulo,"September 20, 2021 16:25"
636,35,"Rua Augusta, 561 - Consolação, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 650,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",São Paulo,"September 20, 2021 16:25"
637,607,"Rua Deputado Laércio Corte, 1455 - Panamby, São Paulo - SP",5 Quartos,8 Banheiros,6 Vagas,"R$ 50.000 /mês
R$ 9.000.000",R$ 7.926,"Piscina
Mobiliado
Elevador
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:25"
638,90,"Rua da Mata, 88 - Itaim Bibi, São Paulo - SP",3 Quartos,3 Banheiros,1 Vaga,R$ 4.400 /mês,R$ 1.528,"Condomínio fechado
Portão eletrônico
Portaria 24h
Aceita animais",São Paulo,"September 20, 2021 16:25"
639,100,"Rua Inhambú - Moema, São Paulo - SP",3 Quartos,2 Banheiros,2 Vagas,R$ 3.500 /mês,R$ 1.115,"Interfone
Armário na cozinha",São Paulo,"September 20, 2021 16:25"
640,57,"Rua Nelson Gama de Oliveira - Vila Andrade, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.620 /mês,R$ 680,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 16:25"
641,49,"Itaim Bibi, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 999,"Cozinha
Lavanderia
Condomínio fechado
Academia",São Paulo,"September 20, 2021 16:25"
642,80,"Avenida Presidente Juscelino Kubitschek, 1545 - Vila Nova Conceição, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 10.000 /mês,R$ 1.656,"Piscina
Churrasqueira
Elevador
Ar-condicionado
Interfone
...",São Paulo,"September 20, 2021 16:25"
643,87,"Rua dos Pinheiros, 990 - Pinheiros, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,R$ 3.900 /mês,R$ 120,"Vista exterior
Área de serviço",São Paulo,"September 20, 2021 16:25"
644,64,"Avenida Macuco - Moema, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 1.410,"Elevador
Jardim
Piscina
Salão de festas",São Paulo,"September 20, 2021 16:25"
645,85,"Rua Volta Redonda, 794 - Campo Belo, São Paulo - SP",3 Quartos,4 Banheiros,2 Vagas,R$ 3.300 /mês,R$ 964,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:25"
646,108,"Avenida Aratãs - Moema, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,"R$ 4.200 /mês
R$ 1.220.000",R$ 1.700,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:25"
647,23,"Rua João Passalaqua, 170 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.200 /mês,R$ 220,"Piscina
Elevador
Condomínio fechado
Bicicletário
Portaria 24h
...",São Paulo,"September 20, 2021 16:25"
648,23,"Rua João Passalaqua, 170 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.200 /mês,R$ 220,"Piscina
Elevador
Condomínio fechado
Bicicletário
Portaria 24h
...",São Paulo,"September 20, 2021 16:25"
649,180,"Rua Maranhão - Higienópolis, São Paulo - SP",3 Quartos,5 Banheiros,3 Vagas,R$ 3.000 /mês,R$ 3.749,"Piscina
Elevador
Varanda
Academia
Garagem
...",São Paulo,"September 20, 2021 16:25"
650,60,"Vila Mariana, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 4.100 /mês,R$ 650,"Piscina
Churrasqueira
Varanda
Área de serviço
Armário na cozinha
...",São Paulo,"September 20, 2021 16:25"
651,72,"Rua Afonso Celso, 1102 - Vila Mariana, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 3.100 /mês,R$ 750,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:25"
652,70,"Rua Tuim, 762 - Vila Uberabinha, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 2.650 /mês,R$ 840,,São Paulo,"September 20, 2021 16:25"
653,165,"Rua Oscar Freire, 1399 - Pinheiros, São Paulo - SP",3 Quartos,4 Banheiros,3 Vagas,R$ 5.500 /mês,R$ 1.754,"Elevador
Condomínio fechado
Varanda
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:25"
654,45,"Rua Fortunato Ferraz, 320 - Vila Anastácio, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 400,"Piscina
Elevador
Condomínio fechado
Varanda
Academia
...",São Paulo,"September 20, 2021 16:25"
655,75,"Rua Arminda - Vila Olímpia, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 1.106,,São Paulo,"September 20, 2021 16:25"
656,79,"Vila Olímpia, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,"R$ 3.200 /mês
R$ 760.000",R$ 1.200,"Churrasqueira
Piscina
Quadra poliesportiva
Armário na cozinha
Área de serviço",São Paulo,"September 20, 2021 16:25"
657,60,"Rua Paulino Vital de Morais, 395 - Parque Maria Helena, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.160 /mês,R$ 540,,São Paulo,"September 20, 2021 16:25"
658,68,"Avenida Presidente Juscelino Kubitschek - Vila Nova Conceição, São Paulo - SP",1 Quarto,2 Banheiros,1 Vaga,R$ 12.000 /mês,R$ 1.340,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:25"
659,45,"Rua Genebra, 197 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 544,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:25"
660,96,"Rua Manuel Guedes - Itaim Bibi, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,"R$ 6.485 /mês
R$ 1.690.000",R$ 1.751,"Piscina
Churrasqueira
Elevador
Varanda
Ar-condicionado
...",São Paulo,"September 20, 2021 16:25"
661,40,"Rua Sebastião Pereira, 82 - Santa Cecília, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.700 /mês,,Área de serviço,São Paulo,"September 20, 2021 16:25"
662,73,"Rua Vilela - Tatuapé, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 800,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",São Paulo,"September 20, 2021 16:25"
663,62,"Rua Brigadeiro Galvão, 894 - Barra Funda, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 645,"Piscina
Churrasqueira
Elevador
Varanda
Área de serviço
...",São Paulo,"September 20, 2021 16:25"
664,104,"Rua Cancioneiro Popular, 480 - Chácara Santo Antônio, São Paulo - SP",3 Quartos,3 Banheiros,3 Vagas,"R$ 4.000 /mês
R$ 1.190.000",R$ 850,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 16:25"
665,41,"Avenida Senador Casimiro da Rocha - Mirandópolis, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 487,"Academia
Churrasqueira
Piscina
Salão de festas
Elevador",São Paulo,"September 20, 2021 16:25"
666,130,"Rua Adele, 95 - Chácara Santo Antônio, São Paulo - SP",3 Quartos,4 Banheiros,2 Vagas,"R$ 4.900 /mês
R$ 1.250.000",R$ 1.132,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:25"
667,160,"Rua Balthazar da Veiga - Vila Nova Conceição, São Paulo - SP",4 Quartos,4 Banheiros,1 Vaga,R$ 15.000 /mês,R$ 2.800,"Piscina
Elevador
Academia
Ar-condicionado
Jardim
...",São Paulo,"September 20, 2021 16:25"
668,60,"Rua Clélia, 683 - Lapa, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.500 /mês,R$ 634,"Elevador
Interfone
Segurança 24h",São Paulo,"September 20, 2021 16:25"
669,83,"Ipiranga, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 823,"Piscina
Churrasqueira
Área de serviço
Quadra poliesportiva
Armário na cozinha
...",São Paulo,"September 20, 2021 16:25"
670,126,"Chácara Klabin, São Paulo - SP",3 Quartos,1 Banheiro,2 Vagas,"R$ 2.300 /mês
R$ 950.000",R$ 1.700,"Piscina
Churrasqueira
Varanda
Jardim
Área de serviço
...",São Paulo,"September 20, 2021 16:25"
671,100,"Avenida Macuco - Moema, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 4.000 /mês,R$ 950,"Elevador
Condomínio fechado
Academia
Jardim
Playground
...",São Paulo,"September 20, 2021 16:25"
672,55,"Avenida dos Imarés - Moema, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 2.900 /mês,R$ 810,"Churrasqueira
Varanda
Sauna
Área de serviço",São Paulo,"September 20, 2021 16:25"
673,83,"Vila Romana, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 2.750 /mês,R$ 636,,São Paulo,"September 20, 2021 16:25"
674,49,"Rua Boçoroca - Jabaquara, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,"R$ 1.290 /mês
R$ 280.000",R$ 610,"Interfone
Armário na cozinha",São Paulo,"September 20, 2021 16:25"
675,70,"Avenida Fagundes Filho, 1097 - Saúde, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 1.700 /mês,R$ 659,"Piscina
Condomínio fechado
Aceita animais
Jardim
Área de serviço
...",São Paulo,"September 20, 2021 16:26"
676,70,"Avenida Miguel Yunes, 540 - Interlagos, São Paulo - SP",1 Quarto,1 Banheiro,2 Vagas,R$ 2.800 /mês,R$ 551,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",São Paulo,"September 20, 2021 16:26"
677,45,"Rua Isabel, 686 - Vila Esperança, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 150,"Condomínio fechado
Portão eletrônico",São Paulo,"September 20, 2021 16:26"
678,47,"Avenida Jurema, 147 - Indianópolis, São Paulo - SP",1 Quarto,2 Banheiros,-- Vaga,R$ 2.200 /mês,R$ 863,Armário na cozinha,São Paulo,"September 20, 2021 16:26"
679,63,"Rua Pedrália - Vila Gumercindo, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 1.700 /mês,R$ 953,"Piscina
Churrasqueira
Área de serviço
Playground
Salão de festas
...",São Paulo,"September 20, 2021 16:26"
680,95,"Avenida Cotovia - Moema, São Paulo - SP",3 Quartos,4 Banheiros,2 Vagas,"R$ 3.800 /mês
R$ 1.280.000",R$ 1.100,"Varanda
Ar-condicionado
Área de serviço
Armário na cozinha
Interfone
...",São Paulo,"September 20, 2021 16:26"
681,70,"Rua Deputado Joaquim Libânio, 55 - Vila Mariana, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 2.700 /mês,R$ 1.000,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",São Paulo,"September 20, 2021 16:26"
682,34,"Rua da Glória, 400 - Liberdade, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,"R$ 1.000 /mês
R$ 200.000",R$ 364,"Condomínio fechado
Elevador",São Paulo,"September 20, 2021 16:26"
683,56,"Avenida Cipriano Rodrigues - Vila Formosa, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.250 /mês,R$ 400,"Churrasqueira
Elevador
Interfone
Quadra poliesportiva
Varanda",São Paulo,"September 20, 2021 16:26"
684,115,"Rua Pará - Higienópolis, São Paulo - SP",3 Quartos,4 Banheiros,2 Vagas,R$ 5.500 /mês,R$ 1.800,"Piscina
Academia
Garagem
Jardim
Playground
...",São Paulo,"September 20, 2021 16:26"
685,171,"Rua Canário - Moema, São Paulo - SP",2 Quartos,4 Banheiros,3 Vagas,"R$ 18.349 /mês
R$ 3.430.000",R$ 3.390,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 16:26"
686,45,"Jardim das Vertentes, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 230,"TV a cabo
Interfone
Copa
Área de serviço",São Paulo,"September 20, 2021 16:26"
687,45,"Rua Major Sertório, 321 - República, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 340,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 16:26"
688,97,"Vila Madalena, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,"R$ 2.800 /mês
R$ 980.000",R$ 930,"Churrasqueira
Academia
Área de serviço
Playground
Salão de festas
...",São Paulo,"September 20, 2021 16:26"
689,52,"Estrada do Campo Limpo - Campo Limpo, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.350 /mês,R$ 300,"Churrasqueira
Varanda
Garagem
Área de serviço
Salão de festas
...",São Paulo,"September 20, 2021 16:26"
690,55,"Rua Frei Caneca, 444 - Bela Vista, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 2.100 /mês,R$ 741,"Churrasqueira
Elevador
Varanda
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:26"
691,480,"Jardins, São Paulo - SP",4 Quartos,4 Banheiros,3 Vagas,"R$ 25.000 /mês
R$ 11.000.000",R$ 8.744,"Varanda
Ar-condicionado
Salão de festas
Cozinha
Lavanderia
...",São Paulo,"September 20, 2021 16:26"
692,85,"Alameda Jaú, 740 - Jardim Paulista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.200 /mês,R$ 1.418,"Academia
Salão de festas
Ar-condicionado",São Paulo,"September 20, 2021 16:26"
693,70,"Avenida São Gabriel - Jardim Paulista, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,R$ 2.300 /mês,R$ 380,,São Paulo,"September 20, 2021 16:26"
694,49,"Rua Antônio Ambuba, 712 - Parque Munhoz, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.030 /mês,R$ 320,"Garagem
Cozinha
Churrasqueira",São Paulo,"September 20, 2021 16:26"
695,60,"Rua Caio Prado, 207 - Consolação, São Paulo - SP",2 Quartos,2 Banheiros,-- Vaga,R$ 1.450 /mês,R$ 700,Portaria 24h,São Paulo,"September 20, 2021 16:26"
696,90,"Avenida do Cursino - Vila Gumercindo, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 1.900 /mês,R$ 780,"Quadra poliesportiva
Interfone
Armário na cozinha
Escritório
Área de serviço",São Paulo,"September 20, 2021 16:26"
697,78,"Alameda Casa Branca - Jardim Paulista, São Paulo - SP",2 Quartos,2 Banheiros,-- Vaga,R$ 3.000 /mês,,"Mobiliado
Jardim
Salão de festas
Armário na cozinha
Lavanderia
...",São Paulo,"September 20, 2021 16:26"
698,37,"Rua Doutor João Clímaco Pereira, 65 - Itaim Bibi, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 920,"Piscina
Mobiliado
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 16:26"
699,39,"Rua Agostinho Gomes, 851 - Ipiranga, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 300,"Mobiliado
Quadra poliesportiva
Salão de festas",São Paulo,"September 20, 2021 16:26"
700,42,"Rua São Domingos, 85 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.750 /mês,R$ 375,"Churrasqueira
Elevador
Aceita animais
Jardim
Bicicletário
...",São Paulo,"September 20, 2021 16:26"
701,144,"Avenida Aratãs - Moema, São Paulo - SP",4 Quartos,4 Banheiros,2 Vagas,R$ 5.700 /mês,R$ 1.640,"Piscina
Churrasqueira
Elevador
Academia
Garagem
...",São Paulo,"September 20, 2021 16:26"
702,195,"Alameda Gabriel Monteiro da Silva - Jardim América, São Paulo - SP",4 Quartos,4 Banheiros,2 Vagas,R$ 5.000 /mês,R$ 3.146,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...",São Paulo,"September 20, 2021 16:26"
703,55,"Rua Corinto, 543 - Vila Indiana, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 562,"Piscina
Elevador
Condomínio fechado
Varanda
Academia
...",São Paulo,"September 20, 2021 16:26"
704,40,"Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,"R$ 1.250 /mês
R$ 315.000",R$ 445,,São Paulo,"September 20, 2021 16:26"
705,65,"Rua Dona Veridiana, 521 - Higienópolis, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 950,,São Paulo,"September 20, 2021 16:26"
706,37,"Avenida Santo Amaro, 4111 - Brooklin, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.200 /mês,R$ 800,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:26"
707,65,"Rua Rio Grande - Vila Mariana, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 1.800 /mês,R$ 1.150,"Interfone
Armário na cozinha
Armário embutido",São Paulo,"September 20, 2021 16:26"
708,60,"Cidade Ademar, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,"R$ 1.200 /mês
R$ 300.000",R$ 570,"Churrasqueira
Elevador
Garagem
Jardim
Área de serviço
...",São Paulo,"September 20, 2021 16:26"
709,133,"Rua General Lecor, 405 - Ipiranga, São Paulo - SP",2 Quartos,3 Banheiros,2 Vagas,R$ 6.300 /mês,R$ 1.500,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:26"
710,160,"Viaduto Paraíso - Paraíso, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 3.000 /mês,R$ 1.350,"Elevador
Garagem
Área de serviço
Salão de festas
Cozinha
...",São Paulo,"September 20, 2021 16:26"
711,57,"Rua Cunha Gago, 100 - Pinheiros, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 750,"Condomínio fechado
Elevador
Lavanderia
Área de serviço",São Paulo,"September 20, 2021 16:26"
712,47,"Rua João Pereira Santos, 151 - Jardim Germania, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.000 /mês,R$ 25,"Condomínio fechado
Aceita animais
Bicicletário
Portaria 24h
Lavanderia
...",São Paulo,"September 20, 2021 16:26"
713,70,"Avenida Giovanni Gronchi, 6675 - Vila Andrade, São Paulo - SP",3 Quartos,2 Banheiros,2 Vagas,"R$ 1.800 /mês
R$ 415.000",R$ 1.028,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:26"
714,54,"Rua Serra de Botucatu, 2627 - Chácara Califórnia, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.500 /mês,R$ 480,"Piscina
Churrasqueira
Academia
Aceita animais
Espaço gourmet
...",São Paulo,"September 20, 2021 16:26"
715,65,"Rua Professor Ciridião Buarque, 96 - Pompeia, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 3.350 /mês,R$ 810,"Piscina
Churrasqueira
Varanda
Ar-condicionado
Área de serviço
...",São Paulo,"September 20, 2021 16:26"
716,125,"Rua Guarará - Jardim Paulista, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 5.700 /mês,R$ 1.250,"Churrasqueira
Condomínio fechado
Academia
Aceita animais
Espaço gourmet
...",São Paulo,"September 20, 2021 16:26"
717,34,"Campo Belo, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 425,"Mobiliado
Churrasqueira
Ar-condicionado
Salão de festas
Lavanderia
...",São Paulo,"September 20, 2021 16:26"
718,45,"Avenida do Café, 788 - Vila Guarani, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,"R$ 2.000 /mês
R$ 557.000",R$ 494,"Churrasqueira
Varanda
Garagem
Varanda gourmet
Cozinha
...",São Paulo,"September 20, 2021 16:26"
719,137,"Rua Itacema, 291 - Itaim Bibi, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 4.500 /mês,R$ 1.361,"Condomínio fechado
Elevador
Portão eletrônico
Portaria 24h
Salão de festas",São Paulo,"September 20, 2021 16:26"
720,137,"Rua Itacema, 291 - Itaim Bibi, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 4.500 /mês,R$ 1.361,"Condomínio fechado
Elevador
Portão eletrônico
Portaria 24h
Salão de festas",São Paulo,"September 20, 2021 16:26"
721,82,"Avenida Professor Francisco Morato, 4880 - Vila Sônia, São Paulo - SP",3 Quartos,2 Banheiros,2 Vagas,R$ 3.000 /mês,R$ 870,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 16:26"
722,55,"Vila Santa Catarina, São Paulo - SP",2 Quartos,1 Banheiro,2 Vagas,R$ 1.100 /mês,R$ 655,"Elevador
Condomínio fechado
Garagem
Área de serviço
Salão de festas
...",São Paulo,"September 20, 2021 16:26"
723,31,"Praça Cassiano Nogueira, 28 - Vila Mariana, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.335 /mês,R$ 511,"Ar-condicionado
Cozinha
Elevador
Varanda
Gerador elétrico",São Paulo,"September 20, 2021 16:26"
724,28,"Rua Professor Aprígio Gonzaga, 351 - Saúde, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.550 /mês,R$ 100,"Mobiliado
Condomínio fechado
Aceita animais
Área de serviço
Armário embutido
...",São Paulo,"September 20, 2021 16:26"
725,254,"Avenida Portugal - Brooklin, São Paulo - SP",4 Quartos,5 Banheiros,3 Vagas,R$ 10.000 /mês,R$ 2.280,"Piscina
Elevador
Academia
Aceita animais
Espaço gourmet
...",São Paulo,"September 20, 2021 16:26"
726,49,"Rua Antônio de Macedo Soares, 848 - Campo Belo, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.300 /mês,R$ 575,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 16:26"
727,34,"Avenida Santa Catarina, 2680 - Vila Mascote, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.200 /mês,R$ 457,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...",São Paulo,"September 20, 2021 16:26"
728,66,"Vila Mariana, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 981,"Portaria 24h
Salão de festas
Piscina
Quadra poliesportiva",São Paulo,"September 20, 2021 16:26"
729,200,"Avenida Juriti - Vila Uberabinha, São Paulo - SP",4 Quartos,3 Banheiros,3 Vagas,"R$ 9.000 /mês
R$ 2.100.000",R$ 4.100,"Piscina
Elevador
Garagem
Jardim
Playground
...",São Paulo,"September 20, 2021 16:26"
730,95,"Rua Casa do Ator - Vila Olímpia, São Paulo - SP",3 Quartos,4 Banheiros,2 Vagas,R$ 9.500 /mês,R$ 1.200,"Piscina
Elevador
Condomínio fechado
Varanda
Espaço gourmet
...",São Paulo,"September 20, 2021 16:26"
731,126,"Avenida Divino Salvador, 12 - Moema, São Paulo - SP",3 Quartos,4 Banheiros,2 Vagas,R$ 11.500 /mês,R$ 1.350,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 16:26"
